urn,local_authority,school,postcode,easting,northing,lsoa,type,phase,no2_avg_2013,above_40_2013,no2_avg_2016,above_40_2016
133888,Kensington and Chelsea,Royal College of Music,SW7 2BS,526643,179391,E01004688,Higher education institutions,Not applicable,45.0,Yes,44.6,Yes
133889,Kensington and Chelsea,Royal College of Art,SW7 2EU,526529,179619,E01004688,Higher education institutions,Not applicable,52.0,Yes,49.2,Yes
133890,Kensington and Chelsea,Institute of Cancer Research,SW3 6JB,526873,178394,E01002910,Higher education institutions,Not applicable,49.1,Yes,46,Yes
133895,Richmond upon Thames,"St Mary's University, Twickenham",TW1 4SX,515805,172252,E01003881,Higher education institutions,Not applicable,32.1,No,32.7,No
133897,Hillingdon,Brunel University,UB8 3PH,506024,182654,E01002414,Higher education institutions,Not applicable,27.7,No,29.6,No
133898,Westminster,University of Westminster,W1B 2UW,528922,181397,E01004765,Higher education institutions,Not applicable,63.3,Yes,52.9,Yes
133899,Westminster,The Royal College of Nursing,W1G 0RN,528747,181306,E01004713,Higher education institutions,Not applicable,57.2,Yes,50.5,Yes
133900,Camden,University of the Arts London,WC1V 7EY,530788,181561,E01000914,Higher education institutions,Not applicable,59.6,Yes,52,Yes
133901,Ealing,University of West London,W5 5RF,517844,179995,E01001230,Higher education institutions,Not applicable,36.8,No,37.6,No
133902,Camden,University College London,WC1E 6BT,529589,182302,E01000854,Higher education institutions,Not applicable,56.4,Yes,51.1,Yes
133903,Camden,London School of Hygiene & Tropical Medicine,WC1E 7HT,529790,181879,E01000850,Higher education institutions,Not applicable,52.7,Yes,49,Yes
133904,Camden,University of London,WC1E 7HU,529987,181892,E01000855,Higher education institutions,Not applicable,50.9,Yes,49.4,Yes
133905,Camden,Birkbeck College,WC1E 7HX,529884,181947,E01000850,Higher education institutions,Not applicable,50.0,Yes,48.2,Yes
133906,Camden,Institute of Education,WC1H 0AL,529934,182166,E01000855,Higher education institutions,Not applicable,54.1,Yes,51.1,Yes
133907,Camden,School of Oriental and African Studies,WC1H 0XG,529885,182040,E01000855,Higher education institutions,Not applicable,49.2,Yes,48.2,Yes
133908,Camden,Conservatoire for Dance and Drama,WC1H 0JJ,529865,182529,E01000942,Higher education institutions,Not applicable,61.4,Yes,52.1,Yes
133910,Westminster,London School of Economics and Political Science,WC2A 2AE,530778,181130,E01004735,Higher education institutions,Not applicable,68.6,Yes,57.2,Yes
133931,Redbridge,Oakdale Junior School,E18 1JX,540973,190096,E01003765,Community school,Primary,42.5,Yes,40.4,Yes
133932,Redbridge,Oakdale Infants' School,E18 1JU,540779,190138,E01003765,Community school,Primary,35.9,No,36.2,No
133934,Redbridge,Gearies Primary School,IG2 6TF,543557,188805,E01003653,Community school,Primary,31.0,No,32.6,No
133935,Redbridge,Churchfields Junior School,E18 2RB,540188,190783,E01003674,Community school,Primary,34.1,No,35.3,No
133936,Redbridge,Churchfields Infants' School,E18 2RB,540381,190689,E01003674,Community school,Primary,38.0,No,38.3,No
133938,Redbridge,Parkhill Infants' School,IG5 0DB,543057,189755,E01003680,Community school,Primary,29.4,No,31.7,No
133939,Redbridge,Parkhill Junior School,IG5 0DB,543057,189755,E01003680,Community school,Primary,29.4,No,31.7,No
134003,Merton,St Mark's Church of England Academy,CR4 1SF,528471,169091,E01003387,Academy sponsor led,Secondary,35.4,No,34.9,No
134009,Hammersmith and Fulham,Larmenier & Sacred Heart Catholic Primary School,W6 7BL,523792,178878,E01001869,Voluntary aided school,Primary,39.5,No,39.8,No
134010,Hammersmith and Fulham,Parsons Green Prep School,SW6 4LJ,524569,176402,E01001952,Other independent school,Not applicable,40.8,Yes,40.2,Yes
134041,Wandsworth,Gatton (VA) Primary School,SW17 0DS,527461,171758,E01004610,Voluntary aided school,Primary,37.0,No,36.1,No
134084,Haringey,Islamic Shakhsiyah Foundation,N15 5RG,532769,188618,E01002046,Other independent school,Not applicable,39.2,No,38.9,No
134142,Southwark,The Villa,SE15 5AH,533607,176298,E01004061,Other independent school,Not applicable,38.9,No,38.8,No
134145,Wandsworth,Park House School,SW18 2SL,526685,174879,E01004510,Other independent special school,Not applicable,46.3,Yes,43.5,Yes
134154,Tower Hamlets,Courtauld Institute of Art,WC2R 0RN,530773,180770,E01004735,Higher education institutions,Not applicable,73.4,Yes,62.1,Yes
134160,Tower Hamlets,Malmesbury Primary School,E3 2AB,536787,182835,E01004229,Community school,Primary,37.5,No,39.5,No
134175,Bromley,Wickham Court School,BR4 9HW,539003,164766,E01000760,Other independent school,Not applicable,26.5,No,27.9,No
134185,Bexley,Orchard Primary School,DA14 6LW,546869,171190,E01000384,Community school,Primary,30.7,No,30.9,No
134192,Westminster,L'Ecole Bilingue Elementaire,W2 1SJ,526591,181847,E01004702,Other independent school,Not applicable,49.1,Yes,48.7,Yes
134217,Ealing,Petts Hill Primary School,UB5 4HB,513727,185115,E01001316,Community school,Primary,33.1,No,33.5,No
134222,Southwark,City of London Academy (Southwark),SE1 5LA,534379,178443,E01004038,Academy sponsor led,Secondary,40.7,Yes,41.2,Yes
134225,Southwark,Harris Academy Peckham,SE15 5DZ,533853,176621,E01004066,Academy sponsor led,Secondary,42.8,Yes,41.2,Yes
134226,Brent,Capital City Academy,NW10 3ST,522520,183720,E01000643,Academy sponsor led,Secondary,36.6,No,38.2,No
134243,Hounslow,Suffah Primary School,TW4 5HU,512990,174597,E01002652,Other independent school,Not applicable,33.8,No,34,No
134244,Redbridge,Al-Noor Primary School,IG3 9RP,546812,187050,E01032581,Other independent school,Not applicable,32.0,No,32.7,No
134273,Hammersmith and Fulham,Normand Croft Community School for Early Years and Primary Education,W14 9PA,524788,177797,E01001909,Community school,Primary,43.6,Yes,42.2,Yes
134274,Islington,New River College Medical,N19 5NF,529141,186954,E01002770,Pupil referral unit,Not applicable,42.4,Yes,41.3,Yes
134307,Enfield,Starks Field Primary School,N9 9SJ,533401,193924,E01001461,Community school,Primary,36.4,No,36,No
134311,Enfield,Oasis Academy Enfield,EN3 7XH,536783,199005,E01001445,Academy sponsor led,Secondary,26.0,No,28.4,No
134314,Islington,St Mary Magdalene Academy,N7 8PG,531162,184855,E01002796,Academy sponsor led,All through,39.6,No,40.9,Yes
134366,Redbridge,Redbridge Alternative Provision,IG6 1PU,544644,190265,E01003701,Pupil referral unit,Not applicable,30.6,No,31.8,No
134369,Ealing,Alec Reed Academy,UB5 5LQ,512270,183969,E01001326,Academy sponsor led,All through,37.5,No,36.3,No
134388,Barking and Dagenham,Hopewell School (Harmony House),RM9 6XN,548301,183741,E01000056,Other independent special school,Not applicable,32.6,No,32.9,No
134402,Greenwich,Right Choice Independent Special School,SE18 6BB,543717,178958,E01033731,Other independent school,Not applicable,49.0,Yes,44,Yes
134417,Newham,Azhar Academy Girls School,E7 9HL,540196,184939,E01003551,Other independent school,Not applicable,38.3,No,38.9,No
134507,Lambeth,The Orchard School,SW2 3ES,530737,173392,E01003025,Voluntary aided school,Primary,40.6,Yes,39.3,No
134573,Southwark,The From Boyhood To Manhood Foundation,SE15 6EF,533243,177445,E01004012,Other independent school,Not applicable,39.0,No,39.9,No
134577,Newham,Imam Zakariya Academy,E7 8AB,541111,185137,E01003555,Other independent school,Not applicable,39.7,No,39.4,No
134579,Waltham Forest,Walthamstow Montessori School,E17 5DA,537060,190596,E01004346,Other independent school,Not applicable,32.5,No,34.1,No
134580,Enfield,Phoenix Academy,N9 8LD,534968,193979,E01001489,Other independent school,Not applicable,33.1,No,33.5,No
134585,Croydon,Al-Khair School,CR0 6BE,533084,166209,E01000976,Other independent school,Not applicable,35.6,No,34.4,No
134594,Merton,Eagle House School,CR4 3HD,527783,169243,E01003390,Other independent special school,Not applicable,39.8,No,37.2,No
134597,Ealing,Ealing Primary Centre,UB6 8QJ,514849,183439,E01001272,Pupil referral unit,Not applicable,40.1,Yes,38.9,No
134627,Newham,Quwwat Ul Islam Girls' School,E7 9NB,540521,184793,E01003558,Other independent school,Not applicable,36.7,No,37.8,No
134635,Hackney,New Regent's College,N1 7RD,532578,182905,E01001767,Pupil referral unit,Not applicable,36.8,No,37.9,No
134643,Camden,CCfL Key Stage 3 PRU,NW1 8DP,528612,184451,E01000904,Pupil referral unit,Not applicable,40.4,Yes,41.1,Yes
134664,Kensington and Chelsea,Notting Hill Preparatory School,W11 1QQ,524376,181269,E01002831,Other independent school,Not applicable,47.2,Yes,45.2,Yes
134668,Hounslow,Heathfield House School,W4 4JU,520332,178281,E01032573,Other independent school,Not applicable,40.1,Yes,39.4,No
134677,Barnet,Woodcroft Primary School,HA8 0QF,521082,191423,E01000133,Community school,Primary,32.4,No,32.8,No
134680,Haringey,Chestnuts Primary School,N15 3AS,532327,188862,E01002043,Foundation school,Primary,37.8,No,38.4,No
134681,Haringey,North Harringay Primary School,N8 0NU,531344,189139,E01001998,Foundation school,Primary,37.2,No,38,No
134683,Lambeth,Silburn Reid,SW16 3JE,531427,171016,E01001084,Miscellaneous,Not applicable,36.8,No,36.4,No
134693,Hackney,Mossbourne Community Academy,E5 8JY,534509,185417,E01001758,Academy sponsor led,Secondary,37.0,No,38.6,No
134735,Hammersmith and Fulham,Chelsea Independent College,SW6 1HD,525591,177234,E01001920,Other independent school,Not applicable,47.2,Yes,41.9,Yes
134780,Bexley,Bishop Ridley Church of England VA Primary School,DA16 2QE,545185,175462,E01000412,Voluntary aided school,Primary,30.3,No,31.5,No
134782,Islington,The Gower School,N1 9JF,530947,183144,E01002697,Other independent school,Not applicable,51.7,Yes,47.4,Yes
134798,Barnet,London Academy,HA8 8DE,518603,192995,E01000189,Academy sponsor led,All through,36.2,No,35.6,No
134800,Haringey,Avenue Nursery and Pre-Preparatory School,N6 5RX,528654,187982,E01002007,Other independent school,Not applicable,42.6,Yes,41.2,Yes
134808,Wandsworth,Oliver House Preparatory School,SW4 9AH,528558,174235,E01004476,Other independent school,Not applicable,40.4,Yes,39.7,No
134810,Tower Hamlets,London East Academy,E1 1JX,534293,181595,E01004325,Other independent school,Not applicable,48.3,Yes,47.8,Yes
134815,Lambeth,Lambeth Academy,SW4 9ET,529241,174795,E01003033,Academy sponsor led,Secondary,41.0,Yes,40.1,Yes
134822,Westminster,Wetherby Preparatory School,W1H 2EA,525229,180931,E01004663,Other independent school,Not applicable,43.4,Yes,43.4,Yes
134827,Greenwich,Bellerbys College London,SE8 3DE,537449,177699,E01033727,Other independent school,Not applicable,42.1,Yes,40.9,Yes
134846,Brent,Ashley College,HA9 8NP,518402,186630,E01000576,Pupil referral unit,Not applicable,33.5,No,35,No
134864,Kensington and Chelsea,"Eaton Square School, Kensington",W2 2AX,527410,181070,E01004680,Other independent school,Not applicable,47.0,Yes,44.8,Yes
134887,Sutton,Focus School - Kenley & Carshalton Campus,CR3 5FX,533178,157314,E01001072,Other independent school,Not applicable,28.4,No,29.1,No
134891,Harrow,Regent College,HA2 7HD,513147,187720,E01002239,Other independent school,Not applicable,34.0,No,33.6,No
134903,Southwark,Rye Oak Primary School,SE15 3PD,534641,175729,E01004064,Community school,Primary,38.7,No,38.3,No
134911,Westminster,Abingdon House School,NW1 6LG,527282,182181,E01004659,Other independent special school,Not applicable,48.7,Yes,47.8,Yes
134919,Newham,New Directions,E16 2LS,543405,180053,E01003611,Pupil referral unit,Not applicable,35.1,No,36.1,No
134929,Harrow,St John's CofE School Stanmore,HA7 3FD,516480,192697,E01002226,Voluntary aided school,Primary,28.8,No,29.7,No
134932,Richmond upon Thames,Kew Green Preparatory School,TW9 3AF,518820,177707,E01003851,Other independent school,Not applicable,35.1,No,35.8,No
135004,Hillingdon,The Harefield Academy,UB9 6ET,505830,190837,E01002440,Academy sponsor led,Secondary,24.0,No,25.6,No
135010,Sutton,Sutton Tuition and Reintegration Service,SM5 4NR,527838,162674,E01004108,Pupil referral unit,Not applicable,28.2,No,28.9,No
135070,Lewisham,Haberdashers' Aske's Knights Academy,BR1 5EB,540266,171826,E01003237,Academy sponsor led,All through,31.7,No,32.1,No
135072,Barnet,Ellern Mede School,NW7 4HX,522140,193193,E01000261,Other independent school,Not applicable,29.9,No,31.9,No
135073,Lewisham,Haberdashers' Aske's Hatcham College,SE14 5SF,535996,176135,E01003342,Academy sponsor led,All through,37.8,No,38.1,No
135086,Barnet,Akiva School,N3 2SY,525517,190047,E01000203,Voluntary aided school,Primary,35.5,No,36.9,No
135090,Hounslow,Oak Heights Independent School,TW3 1JS,513780,175725,E01033083,Other independent school,Not applicable,34.1,No,34.7,No
135140,Camden,North Bridge House Prep School,NW1 7AB,528627,183598,E01000862,Other independent school,Not applicable,49.7,Yes,47.8,Yes
135155,Ealing,Ayesha Siddiqa Girls School,UB1 1LS,512632,179976,E01001362,Other independent school,Not applicable,42.4,Yes,40,No
135167,Camden,"Gloucester House, The Tavistock Children's Day Unit",NW3 5BU,526657,185120,E01000881,Other independent special school,Not applicable,42.1,Yes,41.7,Yes
